Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References
AL98-50,1083.0,3.0,3.0,Ar/Ar,Cooling,,Hornblende,Laser-Step,,Grenville Province,NY,44.52727,-75.5216,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,Hyde School gneiss,"Dahl, P. S., Pomfrey, M. E., Foland, K. A., Tollo, R. P., Corriveau, L., McLelland, J., & Bartholomew, M. J. (2004). Slow cooling and apparent tilting of the Adirondack Lowlands, Grenville Province, New York, based on^ 4^ 0Ar/^ 3^ 9Ar ages. MEMOIRS-GEOLOGICAL SOCIETY OF AMERICA, 299-324."
AL97-2a,970.0,3.0,3.0,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.31068,-75.45293,Adirondack Lowlands,Adirondack Lowlands,Plutonic,Antwerp granite,"Dahl, P. S., Pomfrey, M. E., Foland, K. A., Tollo, R. P., Corriveau, L., McLelland, J., & Bartholomew, M. J. (2004). Slow cooling and apparent tilting of the Adirondack Lowlands, Grenville Province, New York, based on^ 4^ 0Ar/^ 3^ 9Ar ages. MEMOIRS-GEOLOGICAL SOCIETY OF AMERICA, 299-324."
AL97-5b,934.0,3.0,3.0,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.31793,-75.42348,Adirondack Lowlands,Adirondack Lowlands,Plutonic,Antwerp granite,"Dahl, P. S., Pomfrey, M. E., Foland, K. A., Tollo, R. P., Corriveau, L., McLelland, J., & Bartholomew, M. J. (2004). Slow cooling and apparent tilting of the Adirondack Lowlands, Grenville Province, New York, based on^ 4^ 0Ar/^ 3^ 9Ar ages. MEMOIRS-GEOLOGICAL SOCIETY OF AMERICA, 299-324."
AL97-12a,896.0,3.0,3.0,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.44443,-75.18825,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,Popple Hill gneiss,"Dahl, P. S., Pomfrey, M. E., Foland, K. A., Tollo, R. P., Corriveau, L., McLelland, J., & Bartholomew, M. J. (2004). Slow cooling and apparent tilting of the Adirondack Lowlands, Grenville Province, New York, based on^ 4^ 0Ar/^ 3^ 9Ar ages. MEMOIRS-GEOLOGICAL SOCIETY OF AMERICA, 299-324."
AL97-13a,908.0,3.0,3.0,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.45237,-75.25455,Adirondack Lowlands,Adirondack Lowlands,Plutonic,Hermon granite,"Dahl, P. S., Pomfrey, M. E., Foland, K. A., Tollo, R. P., Corriveau, L., McLelland, J., & Bartholomew, M. J. (2004). Slow cooling and apparent tilting of the Adirondack Lowlands, Grenville Province, New York, based on^ 4^ 0Ar/^ 3^ 9Ar ages. MEMOIRS-GEOLOGICAL SOCIETY OF AMERICA, 299-324."
AL97-17c,987.0,3.0,3.0,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.32925,-75.63508,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,Calc-silicate gneiss,"Dahl, P. S., Pomfrey, M. E., Foland, K. A., Tollo, R. P., Corriveau, L., McLelland, J., & Bartholomew, M. J. (2004). Slow cooling and apparent tilting of the Adirondack Lowlands, Grenville Province, New York, based on^ 4^ 0Ar/^ 3^ 9Ar ages. MEMOIRS-GEOLOGICAL SOCIETY OF AMERICA, 299-324."
AL97-18a,935.0,2.0,2.0,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.3869,-75.64777,Adirondack Lowlands,Adirondack Lowlands,Plutonic,Antwerp granite,"Dahl, P. S., Pomfrey, M. E., Foland, K. A., Tollo, R. P., Corriveau, L., McLelland, J., & Bartholomew, M. J. (2004). Slow cooling and apparent tilting of the Adirondack Lowlands, Grenville Province, New York, based on^ 4^ 0Ar/^ 3^ 9Ar ages. MEMOIRS-GEOLOGICAL SOCIETY OF AMERICA, 299-324."
AL97-22b,931.0,3.0,3.0,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.41687,-75.56672,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,Hyde School gneiss,"Dahl, P. S., Pomfrey, M. E., Foland, K. A., Tollo, R. P., Corriveau, L., McLelland, J., & Bartholomew, M. J. (2004). Slow cooling and apparent tilting of the Adirondack Lowlands, Grenville Province, New York, based on^ 4^ 0Ar/^ 3^ 9Ar ages. MEMOIRS-GEOLOGICAL SOCIETY OF AMERICA, 299-324."
AL97-27d,935.0,3.0,3.0,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.28902,-75.39705,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,Popple Hill gneiss,"Dahl, P. S., Pomfrey, M. E., Foland, K. A., Tollo, R. P., Corriveau, L., McLelland, J., & Bartholomew, M. J. (2004). Slow cooling and apparent tilting of the Adirondack Lowlands, Grenville Province, New York, based on^ 4^ 0Ar/^ 3^ 9Ar ages. MEMOIRS-GEOLOGICAL SOCIETY OF AMERICA, 299-324."
AL97-31,898.0,3.0,3.0,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.19778,-75.28213,Adirondack Lowlands,Adirondack Lowlands,Plutonic,Hermon granite,"Dahl, P. S., Pomfrey, M. E., Foland, K. A., Tollo, R. P., Corriveau, L., McLelland, J., & Bartholomew, M. J. (2004). Slow cooling and apparent tilting of the Adirondack Lowlands, Grenville Province, New York, based on^ 4^ 0Ar/^ 3^ 9Ar ages. MEMOIRS-GEOLOGICAL SOCIETY OF AMERICA, 299-324."
AL97-33,920.0,2.0,2.0,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.21925,-75.376,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,Popple Hill gneiss,"Dahl, P. S., Pomfrey, M. E., Foland, K. A., Tollo, R. P., Corriveau, L., McLelland, J., & Bartholomew, M. J. (2004). Slow cooling and apparent tilting of the Adirondack Lowlands, Grenville Province, New York, based on^ 4^ 0Ar/^ 3^ 9Ar ages. MEMOIRS-GEOLOGICAL SOCIETY OF AMERICA, 299-324."
AL97-35,926.0,3.0,3.0,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.22635,-75.38517,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,Hyde School gneiss,"Dahl, P. S., Pomfrey, M. E., Foland, K. A., Tollo, R. P., Corriveau, L., McLelland, J., & Bartholomew, M. J. (2004). Slow cooling and apparent tilting of the Adirondack Lowlands, Grenville Province, New York, based on^ 4^ 0Ar/^ 3^ 9Ar ages. MEMOIRS-GEOLOGICAL SOCIETY OF AMERICA, 299-324."
AL97-37,968.0,3.0,3.0,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.24942,-75.58952,Adirondack Lowlands,Adirondack Lowlands,Plutonic,Antwerp granite,"Dahl, P. S., Pomfrey, M. E., Foland, K. A., Tollo, R. P., Corriveau, L., McLelland, J., & Bartholomew, M. J. (2004). Slow cooling and apparent tilting of the Adirondack Lowlands, Grenville Province, New York, based on^ 4^ 0Ar/^ 3^ 9Ar ages. MEMOIRS-GEOLOGICAL SOCIETY OF AMERICA, 299-324."
AL97-40a,939.0,2.0,2.0,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.19537,-75.62437,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,Popple Hill gneiss,"Dahl, P. S., Pomfrey, M. E., Foland, K. A., Tollo, R. P., Corriveau, L., McLelland, J., & Bartholomew, M. J. (2004). Slow cooling and apparent tilting of the Adirondack Lowlands, Grenville Province, New York, based on^ 4^ 0Ar/^ 3^ 9Ar ages. MEMOIRS-GEOLOGICAL SOCIETY OF AMERICA, 299-324."
AL98-42,923.0,3.0,3.0,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.2842,-75.33203,Adirondack Lowlands,Adirondack Lowlands,Plutonic,Hermon granite,"Dahl, P. S., Pomfrey, M. E., Foland, K. A., Tollo, R. P., Corriveau, L., McLelland, J., & Bartholomew, M. J. (2004). Slow cooling and apparent tilting of the Adirondack Lowlands, Grenville Province, New York, based on^ 4^ 0Ar/^ 3^ 9Ar ages. MEMOIRS-GEOLOGICAL SOCIETY OF AMERICA, 299-324."
AL98-43,901.0,3.0,3.0,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.34945,-75.27223,Adirondack Lowlands,Adirondack Lowlands,Plutonic,Hermon granite,"Dahl, P. S., Pomfrey, M. E., Foland, K. A., Tollo, R. P., Corriveau, L., McLelland, J., & Bartholomew, M. J. (2004). Slow cooling and apparent tilting of the Adirondack Lowlands, Grenville Province, New York, based on^ 4^ 0Ar/^ 3^ 9Ar ages. MEMOIRS-GEOLOGICAL SOCIETY OF AMERICA, 299-324."
AL98-45,925.0,2.0,2.0,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.41463,-75.33897,Adirondack Lowlands,Adirondack Lowlands,Plutonic,Antwerp granite,"Dahl, P. S., Pomfrey, M. E., Foland, K. A., Tollo, R. P., Corriveau, L., McLelland, J., & Bartholomew, M. J. (2004). Slow cooling and apparent tilting of the Adirondack Lowlands, Grenville Province, New York, based on^ 4^ 0Ar/^ 3^ 9Ar ages. MEMOIRS-GEOLOGICAL SOCIETY OF AMERICA, 299-324."
AL98-47b,980.0,3.0,3.0,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.52148,-75.2087,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,Hyde School gneiss,"Dahl, P. S., Pomfrey, M. E., Foland, K. A., Tollo, R. P., Corriveau, L., McLelland, J., & Bartholomew, M. J. (2004). Slow cooling and apparent tilting of the Adirondack Lowlands, Grenville Province, New York, based on^ 4^ 0Ar/^ 3^ 9Ar ages. MEMOIRS-GEOLOGICAL SOCIETY OF AMERICA, 299-324."
AL98-49,920.0,2.0,2.0,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.512,-75.36583,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,Calc-silicate gneiss,"Dahl, P. S., Pomfrey, M. E., Foland, K. A., Tollo, R. P., Corriveau, L., McLelland, J., & Bartholomew, M. J. (2004). Slow cooling and apparent tilting of the Adirondack Lowlands, Grenville Province, New York, based on^ 4^ 0Ar/^ 3^ 9Ar ages. MEMOIRS-GEOLOGICAL SOCIETY OF AMERICA, 299-324."
AL98-55,994.0,3.0,3.0,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.29062,-75.67975,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,Hyde School gneiss,"Dahl, P. S., Pomfrey, M. E., Foland, K. A., Tollo, R. P., Corriveau, L., McLelland, J., & Bartholomew, M. J. (2004). Slow cooling and apparent tilting of the Adirondack Lowlands, Grenville Province, New York, based on^ 4^ 0Ar/^ 3^ 9Ar ages. MEMOIRS-GEOLOGICAL SOCIETY OF AMERICA, 299-324."
AL98-57,951.0,3.0,3.0,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.16047,-75.7025,Adirondack Lowlands,Adirondack Lowlands,Plutonic,Hermon granite,"Dahl, P. S., Pomfrey, M. E., Foland, K. A., Tollo, R. P., Corriveau, L., McLelland, J., & Bartholomew, M. J. (2004). Slow cooling and apparent tilting of the Adirondack Lowlands, Grenville Province, New York, based on^ 4^ 0Ar/^ 3^ 9Ar ages. MEMOIRS-GEOLOGICAL SOCIETY OF AMERICA, 299-324."
161B,1008.0,7.0,7.0,U/Pb,Cooling,,Rutile,TIMS,,Grenville Province,NY,44.27,-75.22,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,metapelites,"Mezger, K., Hanson, G. N., & Bohlen, S. R. (1989). High-precision UPb ages of metamorphic rutile: application to the cooling history of high-grade terranes. *Earth and Planetary Science Letters*, *96*(1-2), 106-118."
161B,1005.0,2.0,2.0,U/Pb,Cooling,,Rutile,TIMS,,Grenville Province,NY,44.27,-75.22,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,metapelites,"Mezger, K., Hanson, G. N., & Bohlen, S. R. (1989). High-precision UPb ages of metamorphic rutile: application to the cooling history of high-grade terranes. *Earth and Planetary Science Letters*, *96*(1-2), 106-118."
30A,953.0,4.0,4.0,U/Pb,Cooling,,Rutile,TIMS,,Grenville Province,NY,44.42,-75.15,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,metapelites,"Mezger, K., Hanson, G. N., & Bohlen, S. R. (1989). High-precision UPb ages of metamorphic rutile: application to the cooling history of high-grade terranes. *Earth and Planetary Science Letters*, *96*(1-2), 106-118."
87B,1129.0,3.0,3.0,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.2,-75.3,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,calc-silicate and marble,"Mezger, K., Rawnsley, C.M., and Bohlen, S.R., 1991, U-Pb garnet, sphene, monazite, and rutile ages - implications for the duration of high-grade metamorphism and cooling histories, Adirondack Mts., New York, Journal of Geology, v.99, p.415- 428."
87B,1092.0,4.0,4.0,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.2,-75.3,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,calc-silicate and marble,"Mezger, K., Rawnsley, C.M., and Bohlen, S.R., 1991, U-Pb garnet, sphene, monazite, and rutile ages - implications for the duration of high-grade metamorphism and cooling histories, Adirondack Mts., New York, Journal of Geology, v.99, p.415- 428."
86S,1137.0,2.0,2.0,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.5,-75.3,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,calc-silicate and marble,"Mezger, K., Rawnsley, C.M., and Bohlen, S.R., 1991, U-Pb garnet, sphene, monazite, and rutile ages - implications for the duration of high-grade metamorphism and cooling histories, Adirondack Mts., New York, Journal of Geology, v.99, p.415- 428."
ED-262B,1161.0,1.0,1.0,U/Pb,Metamorphic,,Monazite,TIMS,,Grenville Province,NY,44.1,-75.4,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,metapelitic gneisses,"Mezger, K., Rawnsley, C.M., and Bohlen, S.R., 1991, U-Pb garnet, sphene, monazite, and rutile ages - implications for the duration of high-grade metamorphism and cooling histories, Adirondack Mts., New York, Journal of Geology, v.99, p.415- 428."
ED-30A,953.0,4.0,4.0,U/Pb,Cooling,,Rutile,TIMS,,Grenville Province,NY,44.4,-75.2,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,metapelitic gneisses,"Mezger, K., Rawnsley, C.M., and Bohlen, S.R., 1991, U-Pb garnet, sphene, monazite, and rutile ages - implications for the duration of high-grade metamorphism and cooling histories, Adirondack Mts., New York, Journal of Geology, v.99, p.415- 428."
ED-161B,1008.0,7.0,7.0,U/Pb,Cooling,,Rutile,TIMS,,Grenville Province,NY,44.3,-75.2,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,metapelitic gneisses,"Mezger, K., Rawnsley, C.M., and Bohlen, S.R., 1991, U-Pb garnet, sphene, monazite, and rutile ages - implications for the duration of high-grade metamorphism and cooling histories, Adirondack Mts., New York, Journal of Geology, v.99, p.415- 428."
ED-161B,1005.0,2.0,2.0,U/Pb,Cooling,,Rutile,TIMS,,Grenville Province,NY,44.3,-75.2,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,metapelitic gneisses,"Mezger, K., Rawnsley, C.M., and Bohlen, S.R., 1991, U-Pb garnet, sphene, monazite, and rutile ages - implications for the duration of high-grade metamorphism and cooling histories, Adirondack Mts., New York, Journal of Geology, v.99, p.415- 428."
87C,1156.0,3.0,3.0,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.4,-75.6,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,calc-silicate and marble,"Mezger, K., Rawnsley, C.M., and Bohlen, S.R., 1991, U-Pb garnet, sphene, monazite, and rutile ages - implications for the duration of high-grade metamorphism and cooling histories, Adirondack Mts., New York, Journal of Geology, v.99, p.415- 428."
87C,1130.0,3.0,3.0,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.4,-75.6,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,calc-silicate and marble,"Mezger, K., Rawnsley, C.M., and Bohlen, S.R., 1991, U-Pb garnet, sphene, monazite, and rutile ages - implications for the duration of high-grade metamorphism and cooling histories, Adirondack Mts., New York, Journal of Geology, v.99, p.415- 428."
86-5,1103.0,3.0,3.0,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.4,-75.6,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,calc-silicate and marble,"Mezger, K., Rawnsley, C.M., and Bohlen, S.R., 1991, U-Pb garnet, sphene, monazite, and rutile ages - implications for the duration of high-grade metamorphism and cooling histories, Adirondack Mts., New York, Journal of Geology, v.99, p.415- 428."
D1,1135.0,2.0,2.0,U/Pb,Metamorphic,,Titanite,TIMS,Direct,Grenville Province,NY,44.3,-75.45,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,"marble, granitic, calc-silicate gneiss","Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1992). The Carthage-Colton mylonite zone (Adirondack Mountains, New York): The site of a cryptic suture in the Grenville orogen?. The Journal of Geology, 100(5), 630-638."
199A,1150.0,3.0,3.0,U/Pb,Metamorphic,,Monazite,TIMS,Direct,Grenville Province,NY,44.34,-75.45,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,garnet-biotite gneiss,"Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1992). The Carthage-Colton mylonite zone (Adirondack Mountains, New York): The site of a cryptic suture in the Grenville orogen?. The Journal of Geology, 100(5), 630-638."
196,1160.0,1.0,1.0,U/Pb,Metamorphic,,Monazite,TIMS,Direct,Grenville Province,NY,44.23,-75.45,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,garnet-biotite gneiss,"Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1992). The Carthage-Colton mylonite zone (Adirondack Mountains, New York): The site of a cryptic suture in the Grenville orogen?. The Journal of Geology, 100(5), 630-638."
203A,1160.0,1.0,1.0,U/Pb,Metamorphic,,Monazite,TIMS,Direct,Grenville Province,NY,44.3,-75.45,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,garnet-biotite gneiss,"Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1992). The Carthage-Colton mylonite zone (Adirondack Mountains, New York): The site of a cryptic suture in the Grenville orogen?. The Journal of Geology, 100(5), 630-638."
206,1164.0,1.0,1.0,U/Pb,Metamorphic,,Monazite,TIMS,Direct,Grenville Province,NY,44.3,-75.45,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,garnet-biotite gneiss,"Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1992). The Carthage-Colton mylonite zone (Adirondack Mountains, New York): The site of a cryptic suture in the Grenville orogen?. The Journal of Geology, 100(5), 630-638."
201,1167.0,1.0,1.0,U/Pb,Metamorphic,,Monazite,TIMS,Direct,Grenville Province,NY,44.3,-75.45,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,garnet-biotite gneiss,"Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1992). The Carthage-Colton mylonite zone (Adirondack Mountains, New York): The site of a cryptic suture in the Grenville orogen?. The Journal of Geology, 100(5), 630-638."
11,783.0,2.0,2.0,Ar/Ar,Total Gas Age,,K-Feldspar,Ar Furnace-Step,,Grenville Province,NY,44.38,75.0,,Adirondack Lowlands,,,"Heizler, M. T., & Harrison, T. M. (1998). The thermal history of the New York basement determined from 40Ar/39Ar K‐feldspar studies. Journal of Geophysical Research: Solid Earth, 103(B12), 29795-29814."
A102,990.0,,0.0,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,NY,44.3,-75.4,"Popple Hill Formation, near Russell.",Central Metasedimentary Belt; Adirondack Lowlands,Metamorphic,amphibolite,"Streepey, M.M., van der Pluijm, B.A., Essene, E.J., Hall, C.M., and Magloughlin, J.F., 2000, Late Proterozoic (ca. 930 Ma) extension in eastern Laurentia: Geological Society of America Bulletin, v. 112, p. 1522–1530."
A112,940.0,4.0,4.0,Ar/Ar,Cooling,Plateau Age,Biotite,Laser-Step,Direct,Grenville Province,NY,44.29,-75.4,"Near Gouverneur, north of junction of Poplar Hill Rd and Hwy 812. Sample from northerly outcrop",Central Metasedimentary Belt; Adirondack Lowlands,Metamorphic,amphibolite,"Streepey, M.M., van der Pluijm, B.A., Essene, E.J., Hall, C.M., and Magloughlin, J.F., 2000, Late Proterozoic (ca. 930 Ma) extension in eastern Laurentia: Geological Society of America Bulletin, v. 112, p. 1522–1530."
A125,1065.0,,,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Direct,Grenville Province,NY,44.31,-75.4,"Emoryville Rd., E of Hailsboro, small outcrop north of road, NW of house, 1.8 mi. E of bridge, 2.1 mi. from Island Branch Rd.",Central Metasedimentary Belt; Adirondack Lowlands,Metamorphic,amphibolite,"Streepey, M.M., van der Pluijm, B.A., Essene, E.J., Hall, C.M., and Magloughlin, J.F., 2000, Late Proterozoic (ca. 930 Ma) extension in eastern Laurentia: Geological Society of America Bulletin, v. 112, p. 1522–1530."
A128,964.0,4.0,4.0,Ar/Ar,Cooling,Plateau Age,Biotite,Laser-Step,Direct,Grenville Province,NY,44.36,-75.29,"Outcrop 40m long roadcut on the south side of Trout Lake Rd, north of Edwards on the west side of Trout Lake just west of 2 islands",Central Metasedimentary Belt; Adirondack Lowlands,Metamorphic,amphibolite,"Streepey, M.M., van der Pluijm, B.A., Essene, E.J., Hall, C.M., and Magloughlin, J.F., 2000, Late Proterozoic (ca. 930 Ma) extension in eastern Laurentia: Geological Society of America Bulletin, v. 112, p. 1522–1530."
